sys,t_res,s_res,filter_value,tr,ta,total_time
TDB,year,0.25,205,40.97959566116333,0,40.97959566116333
TDB,year,0.25,240,39.76934790611267,0,39.76934790611267
TDB,year,0.25,310,39.05836725234985,0,39.05836725234985
TDB,year,0.25,275,39.06343936920166,0,39.06343936920166
TDB,year,0.25,205,38.89764380455017,0,38.89764380455017
TDB,year,0.25,240,38.92596483230591,0,38.92596483230591
TDB,year,0.25,310,39.03929400444031,0,39.03929400444031
TDB,year,0.25,275,39.02156853675842,0,39.02156853675842
TDB,year,0.25,205,38.876630783081055,0,38.876630783081055
TDB,year,0.25,240,39.09875130653381,0,39.09875130653381
TDB,year,0.25,310,38.9386465549469,0,38.9386465549469
TDB,year,0.25,275,38.95861077308655,0,38.95861077308655
