sys,t_res,s_res,filter_value,tr,ta,total_time
Vanilla,year,1.0,240,10.96821641921997,0,10.96821641921997
Vanilla,year,1.0,275,9.94864273071289,0,9.94864273071289
Vanilla,year,1.0,275,9.887954473495483,0,9.887954473495483
Vanilla,year,1.0,275,10.799495935440063,0,10.799495935440063
TDB,hour,0.25,310,54.336527824401855,0,54.336527824401855
TDB,hour,0.25,310,53.02225160598755,0,53.02225160598755
TDB,hour,0.25,310,69.49793267250061,0,69.49793267250061
TDB,year,0.25,310,52.60330677032471,0,52.60330677032471
TDB,year,0.25,310,49.028024435043335,0,49.028024435043335
TDB,year,0.25,310,62.778385400772095,0,62.778385400772095
TDB,hour,1.0,310,100.12975263595581,0,100.12975263595581
TDB,hour,1.0,310,97.39878439903259,0,97.39878439903259
TDB,hour,1.0,310,105.83193135261536,0,105.83193135261536
TDB,year,1.0,310,51.134113073349,0,51.134113073349
TDB,year,1.0,310,47.06707429885864,0,47.06707429885864
TDB,year,1.0,310,64.7354166507721,0,64.7354166507721
Polaris,year,0.25,310,0.03504681587219238,0,0.03504681587219238
Polaris,year,0.25,310,0.034461259841918945,0,0.034461259841918945
Polaris,year,0.25,310,0.034390926361083984,0,0.034390926361083984
Polaris,hour,1.0,310,0.10375094413757324,0,0.10375094413757324
Polaris,year,1.0,310,0.03368711471557617,0,0.03368711471557617
Polaris,year,1.0,310,0.03369021415710449,0,0.03369021415710449
Polaris,year,1.0,310,0.03347587585449219,0,0.03347587585449219
Vanilla,hour,0.25,310,30.351412296295166,0,30.351412296295166
Vanilla,hour,0.25,310,12.732099533081055,0,12.732099533081055
Vanilla,hour,0.25,310,13.695057153701782,0,13.695057153701782
Vanilla,year,0.25,310,15.865145683288574,0,15.865145683288574
Vanilla,year,0.25,310,21.62564730644226,0,21.62564730644226
Vanilla,year,0.25,310,96.74154329299927,0,96.74154329299927
Vanilla,hour,1.0,310,12.739619016647339,0,12.739619016647339
Vanilla,hour,1.0,310,21.335126638412476,0,21.335126638412476
Vanilla,hour,1.0,310,95.40512228012085,0,95.40512228012085
Vanilla,year,1.0,310,11.728865623474121,0,11.728865623474121
Vanilla,year,1.0,310,40.928956031799316,0,40.928956031799316
Vanilla,year,1.0,310,86.78556299209595,0,86.78556299209595
