sys,t_res,s_res,filter_value,tr,ta,total_time
TDB,hour,0.25,205,60.52619123458862,0,60.52619123458862
TDB,hour,0.25,240,40.99616050720215,0,40.99616050720215
TDB,hour,0.25,245,40.64309549331665,0,40.64309549331665
TDB,hour,0.25,255,40.41581678390503,0,40.41581678390503
TDB,hour,0.25,265,40.95804047584534,0,40.95804047584534
TDB,hour,0.25,275,40.67515277862549,0,40.67515277862549
TDB,hour,0.25,285,41.16312766075134,0,41.16312766075134
TDB,hour,0.25,295,40.004279136657715,0,40.004279136657715
TDB,hour,0.25,310,40.01426434516907,0,40.01426434516907
TDB,hour,0.25,205,40.02763509750366,0,40.02763509750366
TDB,hour,0.25,240,39.97921895980835,0,39.97921895980835
TDB,hour,0.25,245,40.07369351387024,0,40.07369351387024
TDB,hour,0.25,255,39.96624803543091,0,39.96624803543091
TDB,hour,0.25,265,40.34598422050476,0,40.34598422050476
TDB,hour,0.25,275,39.998607873916626,0,39.998607873916626
TDB,hour,0.25,285,40.17831563949585,0,40.17831563949585
TDB,hour,0.25,295,40.13083481788635,0,40.13083481788635
TDB,hour,0.25,310,39.79671669006348,0,39.79671669006348
TDB,hour,0.25,205,40.27782225608826,0,40.27782225608826
TDB,hour,0.25,240,40.13455677032471,0,40.13455677032471
TDB,hour,0.25,245,40.2076461315155,0,40.2076461315155
TDB,hour,0.25,255,40.262733936309814,0,40.262733936309814
TDB,hour,0.25,265,39.76458263397217,0,39.76458263397217
TDB,hour,0.25,275,40.040610551834106,0,40.040610551834106
TDB,hour,0.25,285,39.964200019836426,0,39.964200019836426
TDB,hour,0.25,295,40.1565375328064,0,40.1565375328064
TDB,hour,0.25,310,40.228739976882935,0,40.228739976882935
TDB,year,0.25,205,40.34893608093262,0,40.34893608093262
TDB,year,0.25,240,40.48591375350952,0,40.48591375350952
TDB,year,0.25,245,40.359519481658936,0,40.359519481658936
TDB,year,0.25,255,40.048095703125,0,40.048095703125
TDB,year,0.25,265,40.093602418899536,0,40.093602418899536
TDB,year,0.25,275,40.13644313812256,0,40.13644313812256
TDB,year,0.25,285,39.25488615036011,0,39.25488615036011
TDB,year,0.25,295,40.2946400642395,0,40.2946400642395
TDB,year,0.25,310,40.06131052970886,0,40.06131052970886
TDB,year,0.25,205,40.144126415252686,0,40.144126415252686
TDB,year,0.25,240,40.2999529838562,0,40.2999529838562
TDB,year,0.25,245,40.11397457122803,0,40.11397457122803
TDB,year,0.25,255,40.077369689941406,0,40.077369689941406
TDB,year,0.25,265,40.38229727745056,0,40.38229727745056
TDB,year,0.25,275,39.96755027770996,0,39.96755027770996
TDB,year,0.25,285,39.46530103683472,0,39.46530103683472
TDB,year,0.25,295,40.3841233253479,0,40.3841233253479
TDB,year,0.25,310,40.238388538360596,0,40.238388538360596
TDB,year,0.25,205,40.138710737228394,0,40.138710737228394
TDB,year,0.25,240,40.21351599693298,0,40.21351599693298
TDB,year,0.25,245,40.34602928161621,0,40.34602928161621
TDB,year,0.25,255,40.0443115234375,0,40.0443115234375
TDB,year,0.25,265,40.103397607803345,0,40.103397607803345
TDB,year,0.25,275,40.39442849159241,0,40.39442849159241
TDB,year,0.25,285,40.328043699264526,0,40.328043699264526
TDB,year,0.25,295,40.36161160469055,0,40.36161160469055
TDB,year,0.25,310,40.26061987876892,0,40.26061987876892
TDB,month,0.5,205,39.61279249191284,0,39.61279249191284
TDB,month,0.5,240,39.69551157951355,0,39.69551157951355
TDB,month,0.5,245,39.57775664329529,0,39.57775664329529
TDB,month,0.5,255,39.49364876747131,0,39.49364876747131
TDB,month,0.5,265,39.52163481712341,0,39.52163481712341
TDB,month,0.5,275,39.625880002975464,0,39.625880002975464
TDB,month,0.5,285,39.5280818939209,0,39.5280818939209
TDB,month,0.5,295,39.53081035614014,0,39.53081035614014
TDB,month,0.5,310,39.62260341644287,0,39.62260341644287
TDB,month,0.5,205,39.48699140548706,0,39.48699140548706
TDB,month,0.5,240,39.52153992652893,0,39.52153992652893
TDB,month,0.5,245,39.4875385761261,0,39.4875385761261
TDB,month,0.5,255,39.6230685710907,0,39.6230685710907
TDB,month,0.5,265,39.52245283126831,0,39.52245283126831
TDB,month,0.5,275,39.480297803878784,0,39.480297803878784
TDB,month,0.5,285,39.641152143478394,0,39.641152143478394
TDB,month,0.5,295,39.71518087387085,0,39.71518087387085
TDB,month,0.5,310,39.42911243438721,0,39.42911243438721
TDB,month,0.5,205,39.70857381820679,0,39.70857381820679
TDB,month,0.5,240,39.710010051727295,0,39.710010051727295
TDB,month,0.5,245,39.72909379005432,0,39.72909379005432
TDB,month,0.5,255,39.38586735725403,0,39.38586735725403
TDB,month,0.5,265,39.6042537689209,0,39.6042537689209
TDB,month,0.5,275,39.52881360054016,0,39.52881360054016
TDB,month,0.5,285,39.72195506095886,0,39.72195506095886
TDB,month,0.5,295,39.59361672401428,0,39.59361672401428
