sys,t_res,s_res,filter_value,tr,ta,total_time
Polaris,hour,0.25,205,1.1593329906463623,0,1.1593329906463623
Polaris,hour,0.25,205,0.10351967811584473,0,0.10351967811584473
Polaris,hour,0.25,240,0.10544443130493164,0,0.10544443130493164
Polaris,hour,0.25,240,0.10554122924804688,0,0.10554122924804688
Polaris,hour,0.25,240,0.10594439506530762,0,0.10594439506530762
Polaris,hour,0.25,275,8.07299542427063,0,8.07299542427063
Polaris,hour,0.25,275,6.401196241378784,0,6.401196241378784
Vanilla,hour,0.25,205,56.39532732963562,0,56.39532732963562
Vanilla,hour,0.25,205,51.091052293777466,0,51.091052293777466
Vanilla,hour,0.25,205,92.25237369537354,0,92.25237369537354
Vanilla,hour,0.25,240,33.598002672195435,0,33.598002672195435
Vanilla,hour,0.25,240,33.37587118148804,0,33.37587118148804
Vanilla,hour,0.25,240,13.243666410446167,0,13.243666410446167
Vanilla,hour,0.25,275,24.688241004943848,0,24.688241004943848
Vanilla,hour,0.25,275,11.938868045806885,0,11.938868045806885
Vanilla,hour,0.25,275,73.42014265060425,0,73.42014265060425
