sys,t_res,s_res,tr,ta,total_time
TDB,hour,0.25,34.42276692390442,0.19276714324951172,34.61553406715393
TDB,hour,0.25,33.33001732826233,0.00022268295288085938,33.33024001121521
TDB,hour,0.25,33.4546332359314,0.00022292137145996094,33.454856157302856
TDB,hour,0.25,38.59277558326721,0.00022339820861816406,38.59299898147583
TDB,hour,0.25,35.3228862285614,0.00022459030151367188,35.323110818862915
TDB,hour,0.25,38.668418884277344,0.00022172927856445312,38.66864061355591
TDB,hour,0.25,44.079092025756836,0.00022649765014648438,44.07931852340698
TDB,hour,0.25,42.406073808670044,0.00022411346435546875,42.4062979221344
TDB,hour,0.25,44.47473692893982,0.00022459030151367188,44.47496151924133
TDB,hour,0.25,43.685086727142334,0.00022673606872558594,43.68531346321106
TDB,hour,0.25,54.23258590698242,0.00022554397583007812,54.23281145095825
TDB,hour,0.25,53.78082084655762,0.00022864341735839844,53.781049489974976
TDB,year,0.25,33.30349063873291,0.03595900535583496,33.339449644088745
TDB,year,0.25,33.12474012374878,0.025057554244995117,33.149797677993774
TDB,year,0.25,33.54074311256409,0.06019902229309082,33.60094213485718
TDB,year,0.25,35.12920808792114,0.23328042030334473,35.36248850822449
TDB,year,0.25,34.58027005195618,0.23174095153808594,34.81201100349426
TDB,year,0.25,35.9062659740448,1.3809587955474854,37.287224769592285
TDB,year,0.25,39.50602126121521,0.47594118118286133,39.98196244239807
TDB,year,0.25,39.712995529174805,0.4707317352294922,40.1837272644043
TDB,year,0.25,41.4818651676178,4.208170413970947,45.690035581588745
TDB,year,0.25,42.52387571334839,0.8985836505889893,43.42245936393738
TDB,year,0.25,44.496697664260864,0.8886802196502686,45.38537788391113
TDB,year,0.25,39.126301288604736,8.118403673171997,47.24470496177673
TDB,month,0.5,33.14151382446289,0.08784890174865723,33.22936272621155
TDB,month,0.5,32.6306631565094,0.08314323425292969,32.71380639076233
TDB,month,0.5,32.969207763671875,0.12479281425476074,33.094000577926636
TDB,month,0.5,34.80051350593567,0.3200390338897705,35.12055253982544
TDB,month,0.5,34.18643355369568,0.31616878509521484,34.502602338790894
TDB,month,0.5,36.33028292655945,1.1926672458648682,37.522950172424316
TDB,month,0.5,38.707860469818115,0.5655944347381592,39.273454904556274
TDB,month,0.5,36.91709566116333,0.5789468288421631,37.49604249000549
TDB,month,0.5,36.071359395980835,2.262087821960449,38.333447217941284
TDB,month,0.5,36.27248740196228,1.0664286613464355,37.338916063308716
TDB,month,0.5,39.453145027160645,1.0716335773468018,40.524778604507446
TDB,month,0.5,46.9076292514801,4.525536060333252,51.433165311813354
TDB,hour,1.0,33.08200144767761,0.5794861316680908,33.6614875793457
TDB,hour,1.0,33.171162128448486,0.5776252746582031,33.74878740310669
TDB,hour,1.0,33.173644065856934,0.6015503406524658,33.7751944065094
TDB,hour,1.0,34.59281802177429,12.56020736694336,47.15302538871765
TDB,hour,1.0,34.68329739570618,12.4450523853302,47.12834978103638
TDB,hour,1.0,35.31199502944946,11.269225120544434,46.5812201499939
TDB,hour,1.0,38.1384813785553,24.96295714378357,63.10143852233887
TDB,hour,1.0,38.19716501235962,24.7829532623291,62.98011827468872
TDB,hour,1.0,40.62931942939758,26.66377568244934,67.29309511184692
TDB,hour,1.0,41.92953944206238,49.5651912689209,91.49473071098328
TDB,hour,1.0,47.16653323173523,49.203876972198486,96.37041020393372
TDB,hour,1.0,46.24258542060852,52.52222990989685,98.76481533050537
TDB,year,1.0,33.23553967475891,0.028618812561035156,33.264158487319946
TDB,year,1.0,32.84296417236328,0.026618003845214844,32.869582176208496
TDB,year,1.0,33.5187029838562,0.07775282859802246,33.596455812454224
TDB,year,1.0,36.21042847633362,0.23718786239624023,36.44761633872986
TDB,year,1.0,34.89929676055908,0.23877811431884766,35.13807487487793
TDB,year,1.0,38.238338470458984,1.39084792137146,39.629186391830444
TDB,year,1.0,42.40228986740112,0.46631789207458496,42.86860775947571
TDB,year,1.0,40.85465359687805,0.45783162117004395,41.312485218048096
TDB,year,1.0,41.96027231216431,2.9812729358673096,44.941545248031616
TDB,year,1.0,39.705650091171265,0.9123425483703613,40.617992639541626
TDB,year,1.0,37.86120557785034,0.9127707481384277,38.77397632598877
TDB,year,1.0,41.33464503288269,8.510338306427002,49.84498333930969
